,case_id,activity,participant,cpoint,length
61,224,"[84, 84, 82, 177, 177, 52, 82, 82, 82, 82, 82, 82, 82, 82, 82, 177, 177, 82, 82, 82, 82, 82, 82, 82, 82, 82, 177, 177, 177, 177, 82, 177, 104, 74, 75, 73, 73, 73, 74, 74, 76, 75, 76, 75, 508, 511, 518, 511, 573, 508, 509, 509, 573, 590, 592, 593, 592, 594, 593, 594, 592, 592, 591, 590, 589, 598, 595, 594, 656, 598, 598, 598, 571, 538, 571, 538, 518, 511, 508, 508, 509, 509, 510, 509, 509, 592, 591, 590, 590, 590, 589, 588, 590, 589, 592, 592, 593, 592, 697, 669, 669, 744, 744, 744, 744, 745, 745, 739, 739, 741, 741, 432, 360, 361, 360, 366, 433, 440, 440, 440, 494, 440, 440, 440, 440, 440, 440, 440, 440, 440, 361, 361, 359, 412, 412, 365, 434, 434, 432, 433, 433, 508, 508, 571, 571, 560, 571, 571, 571, 512, 512, 512, 512, 513, 507, 507, 513, 513, 656, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 513, 513, 513, 598, 598, 598, 598, 598, 598, 598, 638, 612, 573, 613, 613, 613, 600, 638, 571, 571, 560, 513, 638, 646, 598, 598, 571, 571, 571, 512, 512, 565, 507, 571, 507, 513, 513, 560, 513, 513, 513, 513, 560, 571, 560, 569, 571, 512, 571, 600, 598, 598, 598, 598, 513, 512, 571, 571, 512, 512, 512, 656, 656, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 513, 513, 513, 513, 513, 513, 513, 656, 638]",KP24-no,153,256
62,230,"[50, 5, 51, 103, 103, 175, 175, 82, 82, 82, 82, 82, 82, 82, 82, 175, 82, 82, 82, 175, 82, 175, 175, 175, 175, 82, 82, 82, 82, 175, 175, 175, 175, 175, 175, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 175, 82, 82, 82, 82, 175, 175, 175, 175, 51, 175, 175, 175, 102, 175, 82, 175, 75, 76, 77, 75, 74, 75, 74, 73, 75, 74, 412, 412, 412, 360, 362, 362, 412, 412, 360, 440, 440, 440, 493, 493, 447, 447, 493, 440, 440, 440, 440, 440, 440, 440, 440, 440, 360, 360, 409, 360, 360, 360, 360, 440, 440, 440, 440, 440, 440, 440, 440, 440, 361, 412, 440, 493, 440, 447, 448, 493, 440, 493, 493, 412, 441, 441, 493, 412, 360, 435, 440, 440, 434, 435, 435, 435, 433, 434]",KP24-no,118,144
63,231,"[82, 82, 82, 178, 82, 82, 82, 82, 82, 82, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 53, 79, 77, 76, 77, 813, 854, 812, 848, 802, 938, 938, 938, 938, 854, 802, 802, 803, 854, 818, 818, 854, 854, 854, 854, 854, 806, 806, 806, 801, 801, 882, 882, 882, 882, 882, 854, 801, 854, 801, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 882, 854, 854, 854, 882, 882, 882, 882, 882, 882, 882, 854, 854, 806, 801, 882, 882, 882, 882, 882, 882, 882, 882, 882, 852, 801, 852, 854, 882, 882, 854, 854, 854, 852, 846, 854, 854, 806, 853, 883, 938, 857, 894, 857, 882, 882, 938, 917, 882, 933, 882]",KP24-no,56,128
64,232,"[100, 19, 82, 195, 145, 50, 82, 82, 145, 82, 82, 195, 82, 195, 67, 195, 195, 195, 145, 195, 82, 82, 195, 82, 82, 195, 195, 195, 195, 195, 195, 82, 195, 195, 195, 195, 82, 82, 82, 82, 82, 82, 195, 74, 75, 76, 75, 76, 77, 75, 74, 74, 195, 195, 195, 195, 82, 82, 82, 280, 198, 202, 258, 198, 203, 203, 200, 200, 201, 199, 202, 280, 279, 279, 336, 48, 50, 1, 2, 2, 5, 50, 33, 4, 4, 4, 0, 0, 1, 1, 6, 6, 50, 82, 195, 195, 195, 195, 195, 195, 82, 75, 75, 76, 77, 76, 75, 75, 75, 76, 76, 75, 75, 571, 571, 509, 510, 509, 509, 513, 513, 507, 512, 512, 647, 590, 590, 588, 5, 2, 2, 5, 50, 5, 6, 1, 6, 6, 1, 3, 10, 4, 4, 4, 4, 0, 0, 73, 76, 75, 75, 198, 202, 202, 198, 198, 198, 258, 258, 203, 200, 200, 201, 201, 201, 199, 199, 358, 358, 358, 358, 358, 287, 278, 281, 281, 281, 280, 281, 282, 281, 283, 278, 278, 283, 284, 278, 336, 277, 287, 279, 278, 432, 412, 378, 366, 366, 360, 362, 435, 433, 593, 591, 571, 538, 534, 509, 510, 568, 546, 571, 546, 547, 547, 546, 509, 509, 571, 509, 571, 571, 513, 513, 513, 507, 512, 594, 593, 670, 722, 722, 674, 674, 722, 722, 669, 669, 722, 702, 671, 671, 722, 671, 671, 799, 733, 799, 799, 748, 748, 748, 748, 671, 799, 748, 748, 748, 669, 722, 669, 722, 748, 767, 767, 767, 767, 767, 799, 722, 702, 669, 669, 669, 753, 775, 748, 748, 748, 748, 722, 702, 722, 671, 722, 753, 775]",KP24-no,239,286
65,238,"[82, 52, 82, 82, 82, 82, 82, 82, 177, 177, 82, 82, 82, 82, 82, 82, 177, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 177, 177, 82, 82, 2, 2, 50, 6, 5, 1, 3, 4, 177, 177, 82, 177, 75, 82, 82, 82, 82, 82, 73, 74, 76, 75, 75, 74, 74, 52, 82, 82, 82, 279, 198, 203, 200, 201, 201, 199, 287, 285, 283, 282, 279, 282, 282, 282, 282, 282, 279, 280, 279, 346, 287, 346, 346, 282, 283, 282, 284, 595, 591, 590, 592, 596, 596, 594, 592, 571, 511, 546, 612, 656, 656, 571, 546, 547, 547, 656, 656, 656, 598, 598, 598, 598, 598, 598, 511, 510, 509, 512, 507, 507, 513, 507, 513, 513, 513, 513, 513, 513, 513, 513, 507, 507, 507, 656, 598, 598, 571, 512, 512, 512, 512, 571, 512, 513, 513, 598, 598, 598, 598, 598, 598, 598, 656, 598, 598, 598, 513, 513, 513, 638, 656, 656, 598, 598, 573, 613, 613, 570, 569, 570, 656, 656, 573, 598, 598, 598, 656, 598, 598, 656, 656, 656, 638, 513, 513, 512, 513, 571, 569, 571, 638, 600, 656, 571, 513, 512]",KP3-no,122,198
66,244,"[83, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 175, 175, 82, 82, 82, 82, 50, 75, 74, 74, 159, 72, 166, 1, 8, 3, 82, 72, 75, 76, 78, 79, 80, 81, 81, 80, 79, 76, 77, 79, 79, 74, 75, 75, 76, 77, 76, 76, 75, 82, 82, 82, 82, 82, 82, 524, 511, 511, 511, 510, 510, 509, 513, 512, 571, 508, 598, 598, 598, 593, 595, 597, 596, 596, 722, 674, 669, 673, 673, 671, 672, 670, 670, 674, 742, 738, 745, 744, 744, 748, 748, 748, 748, 741, 743, 742, 743, 742, 741, 743, 744, 742, 742, 742, 741, 748, 258, 202, 198, 203, 200, 200, 201, 201, 206, 199, 255, 200, 200, 287, 287, 287, 287, 280, 76, 76, 48, 6, 5, 1, 33, 3, 4, 4, 3, 1, 6, 3, 6, 6, 2, 72, 159, 72, 72, 73, 72, 82, 50, 50, 2, 175, 51, 82, 82, 82, 101, 82, 82, 82, 72, 77, 175, 82, 82, 82, 440, 395, 395, 366, 412, 440, 440, 440, 440, 366, 412, 360, 360, 360, 362, 362, 362, 362, 440, 440, 440, 440, 440, 440, 440, 440, 440, 362, 362, 412, 361, 412, 361, 440, 440, 409, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 361, 361, 361, 412, 361, 361, 361, 360, 440, 440, 440, 360, 360, 493, 493, 493, 440, 440, 493, 493]",KP3-no,208,245
67,245,"[86, 53, 82, 82, 178, 178, 82, 82, 178, 82, 178, 178, 178, 82, 82, 82, 82, 82, 178, 82, 82, 82, 82, 82, 178, 178, 178, 82, 82, 82, 82, 82, 76, 78, 77, 76, 75, 74, 78, 77, 79, 78, 78, 108, 108, 854, 803, 803, 802, 802, 805, 805, 938, 882, 882, 882, 938, 938, 806, 806, 806, 801, 857, 882, 882, 801, 854, 852, 846, 852, 854, 801, 801, 882, 938, 882, 882, 938, 882, 882, 938, 801, 857, 894, 882, 938, 882, 938, 882, 882, 853, 806, 806, 938, 938, 882, 882, 801, 801, 801, 883, 801, 851, 853, 852, 854, 806, 806, 917]",KP3-no,61,109
68,246,"[82, 82, 82, 82, 82, 82, 82, 195, 195, 82, 195, 195, 82, 195, 195, 195, 195, 82, 195, 82, 82, 82, 82, 82, 195, 195, 82, 82, 82, 82, 82, 195, 82, 82, 195, 82, 195, 82, 82, 82, 195, 82, 82, 50, 2, 5, 82, 195, 82, 82, 195, 82, 82, 82, 195, 195, 195, 195, 82, 195, 76, 78, 77, 77, 77, 78, 743, 670, 670, 748, 748, 748, 674, 674, 669, 669, 673, 673, 671, 671, 671, 748, 799, 748, 799, 799, 671, 733, 671, 671, 671, 672, 799, 748, 748, 748, 722, 669, 710, 669, 669, 669, 748, 748, 799, 799, 748, 669, 669, 671, 690, 722, 698, 722, 700, 692, 692, 700, 690, 698, 690, 691, 692, 722, 684, 722, 692, 680, 722, 688, 691, 692, 722, 722, 722, 670, 741, 742, 744, 743, 743, 748, 748, 785, 744, 743, 743, 722, 684, 722, 673, 696, 696, 696, 696, 722, 673, 673, 700, 700, 671, 669, 716, 720, 692, 722, 682, 693, 694, 693, 722, 690, 700, 700, 698, 698, 690, 698, 698, 692, 669, 669, 669, 748, 748, 748, 748, 799, 748, 748, 748, 748, 748, 722, 671, 671, 671, 690, 799, 748, 748, 799, 748, 748, 799, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 669, 799, 748, 748, 748, 748, 748, 748, 748, 748, 775, 748, 748, 753, 799, 799, 799]",KP3-no,78,232
69,252,"[84, 104, 52, 52, 106, 52, 106, 104, 104, 105, 52, 52, 52, 52, 52, 52, 177, 177, 177, 52, 177, 177, 177, 177, 177, 106, 77, 78, 82, 52, 104, 76, 2, 2, 5, 104, 105, 52, 76, 76, 77, 78, 78, 80, 80, 81, 79, 78, 76, 74, 74, 74, 50, 2, 5, 5, 6, 1, 3, 3, 50, 201, 201, 200, 200, 203, 203, 258, 202, 198, 203, 200, 201, 199, 199, 202, 202, 281, 280, 360, 404, 366, 360, 360, 362, 362, 361, 399, 359, 364, 365, 365, 363, 432, 437, 435, 508, 511, 510, 509, 571, 512, 513, 513, 513, 598, 656, 571, 513, 513, 513, 513, 612, 611, 656, 656, 656, 656, 656, 656, 656, 656, 656, 593, 513, 598, 598, 598, 591, 596, 594, 594, 594, 593, 748, 748, 697, 722, 670, 670, 674, 674, 669, 669, 671, 722, 672, 722, 748, 744, 745, 745, 745, 854, 806, 806, 805, 834, 802, 803, 807, 807, 877, 877, 879, 880, 879, 880, 983, 966, 967, 967, 983, 1001, 983, 854, 815, 878, 877, 877, 876, 880, 877, 877, 876, 571, 571, 511, 546, 547, 596, 596, 596, 597, 596, 597, 994, 983, 959, 983, 951, 967, 953, 953, 951, 983, 983, 983, 951, 953, 967, 961, 954, 955, 999, 1001, 1000, 722, 780, 748, 787, 722, 692, 692, 722, 688, 748, 748, 787, 722, 748, 786, 748, 748, 722, 704, 692, 692, 698, 669, 669, 741, 743, 748, 748, 724, 791, 724, 791, 724, 724, 791, 724, 722, 671, 671, 669, 748, 786, 748, 786, 786, 722, 807, 807, 807, 801, 806, 854, 805, 804, 804, 882, 931, 882, 882, 571, 548, 513, 513, 513, 612, 611, 573, 573, 513, 507, 507, 573, 573, 656, 656, 656, 656, 656, 573, 573, 656, 656, 571, 507, 507, 507, 507, 507, 507, 507, 507, 507, 507, 512, 512, 512, 512, 571, 513, 513, 571, 569, 600, 656, 656, 656, 656, 656, 656, 656, 560, 571, 570, 561, 559, 570, 651, 600, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 656, 561, 638, 571, 570, 570, 570, 571, 571, 569, 571, 598, 598, 650, 573, 573, 573, 613, 513, 513, 512, 571, 526, 527, 526, 527, 571, 559, 561, 513, 571, 512, 571, 527, 527, 531, 513, 513, 513, 558, 571, 561, 561, 598, 613, 611, 573, 573, 600, 600, 600]",KP4-no,102,404
70,258,"[83, 175, 175, 51, 51, 103, 103, 51, 51, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 103, 51, 77, 2, 2, 5, 6, 1, 101, 103, 101, 50, 3, 4, 4, 74, 77, 78, 79, 81, 77, 76, 79, 77, 77, 76, 77, 82, 564, 511, 511, 508, 513, 513, 512, 509, 509, 510, 609, 609, 507, 507, 512, 551, 510, 509, 589, 593, 593, 593, 592, 591, 258, 258, 198, 198, 202, 203, 203, 200, 200, 201, 199, 280, 281, 284, 287, 277, 287, 287, 283, 283, 284, 283, 284, 284, 284, 283, 283, 283, 283, 282, 283, 284, 284, 281, 258, 339, 287, 283, 283, 281, 284, 283, 283, 283, 722, 722, 674, 674, 669, 670, 670, 754, 754, 748, 723, 723, 723, 722, 669, 671, 673, 672, 673, 711, 670, 670, 674, 790, 790, 790, 723, 790, 790, 790, 790, 742, 742, 745, 743, 742, 412, 371, 360, 360, 366, 360, 360, 361, 493, 360, 360, 360, 360, 360, 493, 413, 413, 493, 493, 413, 360, 360, 360, 413, 493, 493, 413, 493, 493, 493, 493, 361, 361, 361, 362, 362, 413, 493, 493, 493, 493, 493, 361, 361, 361, 361, 361, 360, 360, 409, 440, 361, 361, 361, 412, 361, 361, 361, 361, 493, 493, 493, 493, 493, 493, 449, 449, 361, 361, 440, 361, 411, 409, 440, 360, 360, 413, 447, 413, 440, 360, 413, 360, 360, 409, 412, 487, 441, 447, 441, 360, 360, 493, 493, 493, 493, 447, 493, 493, 493, 493, 413, 493, 493, 493, 493, 493, 493, 493, 493, 493, 361, 361, 361, 493, 493, 493, 493, 413, 449, 361, 361, 361, 440, 441, 440, 447, 441, 440]",KP4-no,167,289
71,259,"[178, 178, 53, 107, 53, 108, 108, 108, 53, 53, 53, 53, 53, 53, 178, 82, 178, 148, 178, 178, 76, 79, 82, 53, 109, 82, 78, 78, 81, 79, 80, 880, 812, 802, 802, 805, 805, 938, 892, 892, 854, 807, 807, 801, 801, 806, 801, 806, 806, 893, 857, 857, 857, 806, 806, 806, 857, 857, 857, 938, 857, 857, 801, 801, 801, 938, 938, 938, 938, 938, 938, 807, 807, 851, 801, 806, 853, 841, 851, 801, 806, 806, 893, 857, 892, 894, 892, 882, 894, 857, 892, 857, 893, 857, 857, 854, 806, 806, 806, 806, 853, 851, 851, 851, 882, 883, 893, 883, 883, 857, 883, 883, 892, 857]",KP4-no,45,114
72,260,"[67, 67, 195, 145, 145, 143, 67, 67, 67, 195, 195, 195, 67, 195, 195, 195, 195, 195, 82, 195, 158, 195, 77, 77, 82, 195, 195, 67, 145, 143, 67, 75, 76, 77, 325, 258, 258, 202, 202, 198, 203, 278, 280, 280, 366, 366, 366, 360, 360, 359, 359, 365, 365, 434, 434, 433, 50, 5, 2, 5, 5, 3, 3, 4, 6, 6, 1, 3, 67, 143, 67, 195, 195, 6, 6, 1, 0, 0, 76, 75, 75, 77, 67, 195, 67, 158, 78, 79, 77, 77, 76, 76, 79, 79, 80, 79, 77, 77, 683, 722, 670, 670, 670, 674, 674, 748, 799, 799, 722, 722, 674, 669, 669, 669, 669, 753, 799, 799, 722, 669, 733, 799, 733, 767, 769, 767, 721, 674, 674, 670, 673, 671, 671, 671, 733, 733, 769, 733, 733, 733, 733, 733, 799, 799, 799, 799, 799, 799, 722, 799, 799, 733, 733, 769, 767, 669, 669, 669, 671, 671, 799, 733, 768, 733, 733, 733, 671, 671, 671, 671, 722, 669, 697, 722, 690, 692, 698, 748, 753, 748, 733, 799, 733, 733, 733, 733, 799, 799, 799, 799, 799, 799, 799, 669, 669, 669, 669, 768, 768, 733, 753, 753, 722, 692, 692, 753, 689, 690, 698, 698]",KP4-no,131,210
73,266,"[82, 82, 52, 177, 82, 82, 82, 177, 82, 82, 177, 82, 82, 5, 82, 82, 82, 82, 177, 177, 82, 82, 82, 82, 82, 76, 75, 75, 75, 77, 75, 74, 78, 78, 77, 78, 76, 75, 50, 571, 507, 528, 571, 507, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 571, 512, 571, 509, 508, 656, 656, 656, 656, 598, 598, 511, 511, 510, 510, 509, 508, 513, 513, 513, 571, 569, 513, 513, 513, 571, 527, 513, 513, 513, 569, 566, 570, 554, 567, 546, 571, 513, 513, 513, 569, 513, 570, 513, 513, 513, 571, 512, 512, 598, 598, 598, 598, 598, 598, 552, 565, 571, 567, 656, 598, 598, 646, 550, 570, 513, 571, 569, 547, 571, 547, 547, 597, 597, 595, 596, 597, 596, 597, 597, 571, 547, 1081, 1063, 1057, 1067, 1058, 1079, 1079, 1080, 983, 983, 968, 1039, 1042, 983, 961, 967, 967, 961, 961, 957, 954, 957, 961, 957, 983, 970, 952, 978, 961, 965, 1035, 1039, 1039, 571, 547, 571, 547, 555, 568, 567, 554, 550, 566, 570, 538, 511, 510, 510, 521, 521, 547, 513, 528, 571, 507, 507, 507, 565, 565, 565, 507, 656, 613, 598, 656, 656, 598, 656, 656, 571, 611, 598, 598, 656, 656, 598, 598]",KP5-no,74,216
74,272,"[175, 175, 175, 82, 82, 82, 175, 175, 175, 175, 82, 82, 82, 77, 77, 77, 77, 76, 75, 74, 74, 440, 409, 360, 360, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 493, 362, 362, 361, 361, 361, 361, 361, 361, 361, 361, 440, 440, 440, 440, 440, 440, 440, 440, 397, 360, 360, 360, 360, 361, 440, 440, 440, 440, 493, 493, 448, 493, 493, 493, 440, 440, 361, 361, 361, 360, 360, 360, 493, 487, 447, 493, 493, 493]",KP5-no,41,87
75,273,"[65, 53, 82, 82, 82, 82, 82, 82, 178, 53, 82, 82, 82, 82, 1, 5, 5, 78, 79, 78, 77, 78, 53, 882, 882, 882, 882, 882, 882, 882, 805, 805, 848, 882, 882, 882, 882, 854, 805, 805, 806, 806, 846, 851, 801, 938, 882, 882, 882, 882, 882, 882, 882, 846, 852, 852, 806, 851, 801, 801, 806, 807, 854, 851, 853, 806, 806, 807, 852, 857, 894, 851, 851, 851, 807, 854, 806, 801, 801, 806, 806, 854, 819, 849, 848, 818, 819, 805, 835, 806, 806, 806, 882, 882, 882, 882, 882, 882, 882, 806, 806, 801, 801, 882, 882, 882, 882, 882, 801, 801, 894, 938, 882, 938, 938, 882, 883]",KP5-no,44,117
76,274,"[67, 82, 82, 67, 195, 82, 82, 82, 82, 49, 6, 50, 3, 1, 1, 2, 50, 4, 0, 3, 195, 50, 5, 195, 144, 82, 75, 75, 76, 79, 78, 76, 722, 722, 674, 669, 669, 673, 671, 671, 671, 748, 799, 799, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 722, 671, 669, 669, 671, 748, 748, 748, 799, 748, 748, 748, 748, 748, 722, 671, 671, 722, 671, 671, 720, 721, 721, 707, 669, 669, 669, 669, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 669, 669, 669, 669, 671, 671, 722, 767, 670, 799, 701, 672, 690, 690, 674, 670, 670, 748, 748]",KP5-no,38,116
77,280,"[50, 82, 82, 82, 82, 82, 82, 82, 52, 82, 82, 50, 48, 49, 75, 74, 82, 82, 287, 287, 287, 287, 287, 280, 198, 198, 203, 240, 200, 201, 256, 201, 346, 287, 287, 201, 201, 199, 199, 201, 201, 365, 365, 365, 359, 359, 359, 363, 364, 412, 412, 360, 412, 366, 432, 435, 571, 513, 513, 571, 512, 598, 598, 598, 598, 598, 512, 512, 559, 561, 570, 570, 571, 656, 598, 598, 569, 560, 559, 571, 569, 560, 571, 566, 566, 567, 568, 568, 570, 569, 559, 571, 527, 513, 513, 512, 512, 571, 571, 571, 559, 570, 571, 570, 571, 656, 656, 598, 656, 598, 598, 656, 638, 638, 598]",KP6-no,60,115
78,286,"[175, 103, 175, 175, 175, 175, 103, 51, 175, 175, 175, 50, 3, 18, 175, 175, 175, 82, 82, 175, 82, 82, 82, 82, 82, 175, 175, 82, 82, 82, 82, 82, 82, 82, 82, 51, 103, 103, 101, 51, 51, 102, 82, 82, 82, 175, 175, 175, 82, 82, 82, 101, 51, 50, 2, 5, 3, 3, 50, 0, 51, 51, 175, 175, 75, 175, 175, 75, 76, 655, 655, 655, 598, 571, 511, 508, 513, 507, 512, 722, 679, 673, 722, 711, 674, 670, 744, 806, 806, 806, 801, 807, 804, 802, 803, 876, 876, 875, 202, 203, 200, 258, 199, 201, 280, 50, 6, 3, 0, 0, 50, 2, 78, 101, 1004, 983, 952, 879, 834, 854, 805, 805, 805, 801, 807, 804, 936, 882, 936, 882, 846, 807, 801, 806, 722, 669, 673, 674, 670, 722, 672, 741, 743, 571, 513, 571, 571, 509, 571, 571, 512, 510, 547, 547, 592, 591, 412, 412, 360, 360, 360, 440, 493, 440, 440, 440, 362, 361, 440, 449, 493, 440, 440, 440, 440, 493, 493, 493, 440, 493, 360, 360, 360, 361, 361, 361, 361, 361, 360, 360, 409, 411, 409, 362, 360, 412, 361, 361, 412, 489, 438, 439, 439, 489, 440, 493, 493, 493, 447, 447, 413, 361, 360, 440, 493, 440, 440, 493, 440, 413, 440, 440]",KP6-no,167,222
79,287,"[82, 82, 82, 178, 178, 178, 82, 82, 82, 148, 82, 53, 178, 178, 53, 107, 108, 178, 178, 82, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 178, 178, 178, 53, 109, 108, 82, 82, 82, 50, 3, 178, 82, 82, 109, 109, 107, 3, 3, 29, 4, 50, 0, 6, 6, 5, 2, 178, 178, 53, 108, 108, 50, 1, 5, 76, 77, 77, 78, 74, 178, 178, 178, 82, 75, 76, 77, 8, 3, 0, 507, 507, 512, 513, 509, 509, 515, 511, 595, 594, 742, 722, 722, 670, 669, 671, 673, 672, 745, 744, 840, 854, 806, 807, 806, 806, 806, 938, 882, 882, 805, 851, 801, 882, 882, 882, 882, 882, 882, 894, 801, 851, 853, 848, 801, 852, 846, 846, 852, 853, 848, 849, 853, 846, 841, 853, 853, 853, 801, 801, 851, 801, 801, 801, 805, 801, 805, 838, 801, 801, 801, 835, 806, 801, 801, 801, 801, 806, 806, 806, 801, 801, 805, 801, 801, 854, 857, 892, 892, 854, 851, 801, 801, 835, 801, 853, 805, 805, 853, 854, 805, 805, 853, 801, 801, 801, 801, 801, 854, 854, 801, 801, 801, 801, 805, 802, 848, 805, 805, 805, 801, 854, 854, 854, 857, 892, 882, 882, 882, 894, 801, 882, 852, 801]",KP6-no,114,216
80,288,"[82, 82, 82, 195, 82, 82, 82, 195, 5, 6, 50, 5, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 166, 74, 76, 76, 76, 74, 195, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 77, 78, 77, 77, 722, 722, 670, 669, 674, 674, 670, 748, 748, 748, 748, 748, 748, 748, 669, 671, 673, 671, 799, 748, 748, 748, 748, 748, 748, 722, 677, 669, 671, 722, 722, 671, 722, 722, 722, 698, 690, 700, 700, 722, 692, 690, 698, 698, 690, 722, 722, 748, 799, 799, 748, 748, 748, 748, 748, 748, 748, 799, 748, 799, 799, 748, 722, 722, 722, 748, 748]",KP6-no,73,125
81,294,"[52, 52, 50, 177, 82, 177, 82, 177, 82, 82, 82, 82, 82, 82, 82, 177, 82, 82, 177, 177, 177, 177, 1, 5, 5, 2, 1, 6, 1, 3, 3, 5, 5, 82, 104, 2, 50, 73, 77, 258, 258, 202, 198, 203, 200, 201, 199, 199, 283, 282, 366, 366, 360, 362, 412, 361, 412, 359, 412, 412, 412, 365, 440, 494, 494, 494, 440, 436, 437, 435, 440, 487, 571, 511, 508, 571, 549, 546, 510, 510, 509, 512, 512, 513, 513, 513, 507, 513, 512, 656, 656, 656, 656, 656, 656, 598, 513, 513, 513, 571, 570, 571, 656, 656, 656, 656, 656, 513, 512, 512, 571, 512, 512, 656, 598, 656, 560, 513, 570, 569, 571, 513, 573, 573, 613, 656, 598, 570, 571, 569, 570, 569, 569, 561, 571, 571, 638, 573, 656, 656, 598, 650, 646]",KP7-no,83,143
82,300,"[51, 82, 82, 82, 82, 175, 82, 175, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 175, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 15, 2, 6, 5, 2, 2, 48, 5, 6, 1, 3, 4, 0, 0, 75, 79, 78, 78, 224, 202, 198, 203, 200, 200, 203, 203, 203, 201, 199, 279, 281, 281, 280, 366, 366, 360, 360, 362, 360, 440, 440, 440, 440, 440, 440, 440, 440, 440, 412, 362, 361, 361, 361, 440, 440, 440, 440, 440, 440, 440, 440, 440, 360, 361, 360, 361, 361, 361, 361, 360, 397, 412, 412, 493, 448, 493, 440, 440, 440, 440, 440, 413, 447, 440, 440, 441, 493]",KP7-no,83,120
83,301,"[53, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 2, 2, 5, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 3, 3, 1, 1, 1, 79, 76, 72, 74, 72, 82, 82, 82, 82, 82, 72, 78, 80, 79, 983, 958, 983, 983, 967, 967, 967, 1004, 1002, 1000, 1000, 997, 1000, 1000, 803, 803, 803, 803, 803, 803, 803, 802, 802, 802, 802, 882, 882, 882, 882, 882, 805, 806, 805, 805, 806, 801, 801, 801, 801, 801, 801, 801, 806, 852, 882, 882, 882, 882, 882, 882, 806, 806, 806, 806, 851, 938, 882, 882, 801, 851, 854, 846, 854, 806, 882, 882, 882, 882, 882, 938, 883, 883, 882, 882, 894, 892, 857]",KP7-no,83,125
84,302,"[50, 82, 195, 195, 82, 82, 195, 195, 82, 82, 82, 195, 50, 5, 5, 82, 82, 82, 82, 82, 82, 82, 82, 3, 4, 0, 48, 2, 6, 6, 1, 5, 6, 77, 77, 145, 75, 75, 258, 202, 202, 202, 198, 202, 202, 202, 253, 203, 200, 199, 232, 201, 295, 271, 358, 287, 287, 202, 202, 198, 203, 200, 282, 284, 284, 258, 412, 440, 366, 366, 360, 362, 360, 440, 440, 440, 440, 362, 412, 360, 362, 366, 364, 364, 359, 365, 359, 359, 363, 359, 364, 440, 432, 487, 506, 440, 487, 1162, 1163, 377, 366, 366, 360, 362, 362, 361, 360, 359, 359, 364, 363, 440, 487, 1163, 1163, 1162, 568, 547, 511, 510, 509, 508, 508, 509, 510, 509, 513, 513, 512, 571, 598, 650, 571, 598, 598, 1162, 1162, 722, 674, 670, 799, 799, 748, 680, 674, 674, 669, 669, 673, 673, 722, 671, 671, 671, 748, 799, 799, 733, 799, 748, 672, 672, 671, 748, 748, 748, 799, 748, 722, 669, 669, 669, 748, 748, 669, 669, 669, 669, 669, 722, 671, 671, 669, 748, 799, 767, 799, 799, 722, 671, 799, 799, 799, 748, 748, 748, 799, 697, 669, 669, 768, 733, 799, 733, 733, 722, 748, 748, 799, 753, 689, 785, 738, 753]",KP7-no,151,214
